date,imp_kwh,exp_kwh,batt_profit,min,max,mean,std,spread
2024-12-05,102.17633373389606,146.96041948385115,9.012548333930614,0.0,0.76852,0.1345809027777778,0.0950102138423748,0.76852
2024-12-06,113.39198411729397,19.80901060138986,0.11244123860859136,0.0,0.27082,0.1253323263888889,0.03609901875669524,0.27082
2024-12-07,29.931153419375274,63.23103823744454,0.028848548183695484,-0.04505,0.27117,0.03672663194444445,0.060641267834494236,0.31622
2024-12-08,17.552999900028,182.01900040907995,0.0,-0.2536,0.17186,0.015950729166666667,0.08508474638915942,0.42546
2024-12-09,53.45282732544496,106.14398606684703,0.07625575180984753,-0.1465,0.2922,0.10871090277777778,0.07253349356730049,0.4387
2024-12-10,124.41647627537003,96.60566720340003,-0.07683378467022091,-0.06455,0.2332,0.07896020833333334,0.08353388744619047,0.29774999999999996
2024-12-11,136.76536657650658,126.9636669327,0.009148616585350126,-0.06455,0.21519,0.05269447916666667,0.08711513335214054,0.27974
2024-12-12,72.8527995725559,125.6137299684139,2.8949403446524196,-0.040229999999999995,0.29929,0.10094909722222223,0.08498314158635221,0.33952
2024-12-13,64.38362662132765,105.66613874753445,3.7044114756143327,-0.06455,0.44997000000000004,0.10682791666666666,0.0954735098920899,0.5145200000000001
2024-12-14,32.53637657990185,94.40186109049897,0.13113410880576976,-0.0362,0.2676,0.12292802083333333,0.09458831245014791,0.3038
2024-12-15,19.576289848704043,175.4102218551609,1.3221448466579264,-0.14,0.2995,0.09890086805555556,0.09763223644891772,0.4395
2024-12-16,88.32747601516324,54.02709567892932,13.639660587756179,-0.21969999999999998,0.60082,0.11322118055555556,0.11203908736799403,0.82052
2024-12-17,176.05411438465273,116.71700043300005,-0.025156570791459682,-0.06455,0.22479,0.025450312500000002,0.07454779596458412,0.28934
2024-12-18,69.64933306639846,131.9200001634,0.0,-0.14118,0.15408000000000002,0.03310864583333333,0.0769910002245811,0.29526
2024-12-19,94.79999983274676,148.63600056780004,0.0,-0.2546,0.21988,0.04017166666666667,0.07464724669419756,0.47448
2024-12-20,97.92366646613233,99.16000007040002,0.0,-0.05008,0.11943000000000001,0.030759548611111114,0.05622202621926501,0.16951
2024-12-21,34.29499973326801,130.78999933307998,0.0,-0.45072,0.12676,-0.019339097222222223,0.08909152493089993,0.57748
2024-12-22,30.140000133480008,112.86899979840007,0.0,-0.43348000000000003,0.11915,-0.020717604166666667,0.08664464030879222,0.5526300000000001
2024-12-23,115.64800023309202,96.0259999332,0.0,-0.14086,0.057640000000000004,-0.024972048611111113,0.0392226291387398,0.1985
2024-12-24,63.12400026731874,133.38500003459998,0.0,-0.03762,0.10611,0.029565798611111114,0.05262946852145941,0.14373
